rating,location,amount,ratings,deskripsiRating,jumlahReviews,Fasilitas_Restaurant,Fasilitas_BAR,Fasilitas_Internet,Fasilitas_GYM,Fasilitas_SwimmingPool
6.3 Very GoodFrom 46 reviews,Wanderland,35000,6.3,Very Good,46,,,,,
6.8 Very GoodFrom 4 reviews,Willsmian,18000,6.8,Very Good,4,True,True,True,False,False
7.0 Very GoodFrom 2 reviews,Stokol,20000,7.0,Very Good,2,True,True,False,True,True
7.9 Very GoodFrom 12 reviews,Willsmian,25000,7.9,Very Good,12,False,True,False,False,False
4.0 GoodFrom 8 reviews,Andeman,2500,4.0,Good,8,True,True,False,False,False
,Uberlandia,4175,,,,True,False,False,False,False
6.4 Very GoodFrom 34 reviews,Ubisville,5500,6.4,Very Good,34,True,True,False,False,False
7.2 Very GoodFrom 30 reviews,Wanderland,20000,7.2,Very Good,30,True,False,True,False,False
4.9 GoodFrom 5 reviews,Stokol,4400,4.9,Good,5,True,True,False,False,False
7.0 Very GoodFrom 20 reviews,Willsmian,143802,7.0,Very Good,20,True,True,True,False,False
8.1 ExcellentFrom 4 reviews,Andeman,30500,8.1,Excellent,4,True,True,True,False,False
,Wanderland,30000,,,,,,,,
5.6 GoodFrom 3 reviews,Machlessvile,14000,5.6,Good,3,,,,,
8.9 ExcellentFrom 3 reviews,Hallerson,20000,8.9,Excellent,3,True,True,False,False,True
7.8 Very GoodFrom 24 reviews,Stokol,52875,7.8,Very Good,24,True,True,True,False,True
5.9 GoodFrom 14 reviews,Andeman,17000,5.9,Good,14,True,False,True,False,True
8.6 ExcellentFrom 8 reviews,Stokol,108900,8.6,Excellent,8,True,True,False,True,True
8.2 ExcellentFrom 6 reviews,Wanderland,30000,8.2,Excellent,6,False,False,False,False,True
6.3 Very GoodFrom 17 reviews,Hallerson,7000,6.3,Very Good,17,True,True,False,False,False
6.2 Very GoodFrom 10 reviews,Wanderland,4000,6.2,Very Good,10,True,True,False,False,False
7.0 Very GoodFrom 14 reviews,Machlessvile,5000,7.0,Very Good,14,True,True,False,False,False
7.6 Very GoodFrom 6 reviews,Machlessvile,30000,7.6,Very Good,6,True,True,True,True,True
,Uberlandia,5000,,,,True,True,True,False,False
9.5 ExcellentFrom 4 reviews,Andeman,14997,9.5,Excellent,4,False,True,False,True,True
,Stokol,16100,,,,False,False,False,True,True
10.0 ExcellentFrom 1 review,Uberlandia,13000,10.0,Excellent,1,True,True,True,True,False
7.8 Very GoodFrom 24 reviews,Hallerson,52875,7.8,Very Good,24,True,True,True,False,True
8.6 ExcellentFrom 2 reviews,Willsmian,9000,8.6,Excellent,2,True,True,False,False,False
7.8 Very GoodFrom 24 reviews,Andeman,52875,7.8,Very Good,24,True,True,False,False,True
8.3 ExcellentFrom 18 reviews,Wanderland,20000,8.3,Excellent,18,True,True,True,True,False
,Stokol,4500,,,,,,,,
8.3 ExcellentFrom 6 reviews,Ubisville,25000,8.3,Excellent,6,True,False,True,False,False
7.4 Very GoodFrom 40 reviews,Wanderland,13000,7.4,Very Good,40,False,True,True,False,False
7.9 Very GoodFrom 3 reviews,Uberlandia,48000,7.9,Very Good,3,True,True,False,True,False
,Hallerson,6500,,,,True,True,False,True,True
8.3 ExcellentFrom 11 reviews,Stokol,15000,8.3,Excellent,11,True,True,False,False,False
10.0 ExcellentFrom 1 review,Willsmian,25000,10.0,Excellent,1,False,True,False,False,True
8.8 ExcellentFrom 6 reviews,Willsmian,12500,8.8,Excellent,6,True,True,False,False,False
,Wanderland,3000,,,,False,True,False,False,False
6.8 Very GoodFrom 3 reviews,Ubisville,23000,6.8,Very Good,3,True,True,False,False,False
,Stokol,13000,,,,True,True,False,False,False
6.3 Very GoodFrom 17 reviews,Stokol,7000,6.3,Very Good,17,True,True,False,False,False
8.4 ExcellentFrom 3 reviews,Andeman,12000,8.4,Excellent,3,True,True,False,False,False
9.8 ExcellentFrom 4 reviews,Willsmian,64800,9.8,Excellent,4,True,True,False,False,True
6.9 Very GoodFrom 12 reviews,Stokol,6000,6.9,Very Good,12,True,True,True,False,False
8.8 ExcellentFrom 1 review,Stokol,8000,8.8,Excellent,1,True,True,False,False,False
6.0 Very GoodFrom 8 reviews,Stokol,8500,6.0,Very Good,8,True,True,False,False,False
9.6 ExcellentFrom 2 reviews,Stokol,12800,9.6,Excellent,2,True,True,False,False,False
7.3 Very GoodFrom 13 reviews,Andeman,7000,7.3,Very Good,13,True,True,False,False,False
8.0 ExcellentFrom 8 reviews,Andeman,40000,8.0,Excellent,8,True,True,True,False,False
,Uberlandia,29000,,,,True,False,False,False,True
6.0 Very GoodFrom 8 reviews,Ubisville,8500,6.0,Very Good,8,True,True,False,False,False
7.1 Very GoodFrom 13 reviews,Wanderland,20000,7.1,Very Good,13,True,False,False,False,False
10.0 ExcellentFrom 1 review,Wanderland,20000,10.0,Excellent,1,True,True,False,False,False
8.9 ExcellentFrom 19 reviews,Andeman,35000,8.9,Excellent,19,True,True,True,True,True
8.5 ExcellentFrom 3 reviews,Hallerson,8000,8.5,Excellent,3,True,True,False,False,False
7.3 Very GoodFrom 6 reviews,Andeman,6000,7.3,Very Good,6,True,True,False,False,False
7.0 Very GoodFrom 18 reviews,Ubisville,60500,7.0,Very Good,18,True,True,False,True,False
7.4 Very GoodFrom 28 reviews,Machlessvile,40000,7.4,Very Good,28,True,True,True,True,False
6.8 Very GoodFrom 1 review,Stokol,11150,6.8,Very Good,1,True,True,False,False,True
,Uberlandia,4500,,,,,,,,
8.2 ExcellentFrom 6 reviews,Hallerson,30000,8.2,Excellent,6,False,False,False,False,True
,Andeman,4000,,,,,,,,
7.3 Very GoodFrom 25 reviews,Stokol,20000,7.3,Very Good,25,True,False,True,False,True
,Stokol,2800,,,,,,,,
6.4 Very GoodFrom 3 reviews,Wanderland,4000,6.4,Very Good,3,True,True,False,False,False
,Stokol,6000,,,,True,True,False,False,False
8.5 ExcellentFrom 6 reviews,Stokol,12000,8.5,Excellent,6,True,True,False,True,True
,Hallerson,20000,,,,False,False,False,False,True
7.7 Very GoodFrom 40 reviews,Uberlandia,20000,7.7,Very Good,40,True,True,False,False,False
7.3 Very GoodFrom 32 reviews,Wanderland,13500,7.3,Very Good,32,True,True,False,False,False
,Hallerson,54450,,,,True,True,True,False,False
,Hallerson,1800,,,,,,,,
7.8 Very GoodFrom 24 reviews,Machlessvile,52875,7.8,Very Good,24,True,True,True,False,True
8.0 ExcellentFrom 4 reviews,Wanderland,9000,8.0,Excellent,4,True,True,False,False,False
8.4 ExcellentFrom 226 reviews,Hallerson,43000,8.4,Excellent,226,True,True,False,True,True
8.2 ExcellentFrom 97 reviews,Willsmian,16000,8.2,Excellent,97,True,False,False,False,True
7.4 Very GoodFrom 12 reviews,Willsmian,10000,7.4,Very Good,12,True,False,False,False,False
4.2 GoodFrom 4 reviews,Uberlandia,4500,4.2,Good,4,True,True,False,False,False
8.5 ExcellentFrom 5 reviews,Andeman,3500,8.5,Excellent,5,True,True,False,False,False
6.5 Very GoodFrom 12 reviews,Machlessvile,10000,6.5,Very Good,12,True,True,False,False,False
9.3 ExcellentFrom 4 reviews,Hallerson,35000,9.3,Excellent,4,True,False,False,True,True
4.9 GoodFrom 4 reviews,Machlessvile,6000,4.9,Good,4,True,False,False,False,False
8.2 ExcellentFrom 2 reviews,Wanderland,4000,8.2,Excellent,2,True,True,False,False,False
10.0 ExcellentFrom 1 review,Stokol,13000,10.0,Excellent,1,True,True,True,True,False
,Willsmian,4025,,,,,,,,
4.4 GoodFrom 1 review,Stokol,10000,4.4,Good,1,True,False,False,False,False
,Stokol,6000,,,,True,True,False,False,False
6.6 Very GoodFrom 14 reviews,Uberlandia,11000,6.6,Very Good,14,False,True,True,False,False
7.3 Very GoodFrom 13 reviews,Uberlandia,7000,7.3,Very Good,13,True,True,False,False,False
8.8 ExcellentFrom 8 reviews,Ubisville,66500,8.8,Excellent,8,True,True,False,True,True
7.9 Very GoodFrom 3 reviews,Andeman,48000,7.9,Very Good,3,True,True,False,True,False
7.2 Very GoodFrom 2 reviews,Uberlandia,3000,7.2,Very Good,2,True,True,False,False,False
8.4 ExcellentFrom 4 reviews,Machlessvile,15000,8.4,Excellent,4,True,False,False,False,False
8.7 ExcellentFrom 7 reviews,Stokol,12500,8.7,Excellent,7,True,True,False,True,True
,Andeman,6000,,,,,,,,
8.8 ExcellentFrom 1 review,Wanderland,8000,8.8,Excellent,1,True,True,False,False,False
6.1 Very GoodFrom 4 reviews,Willsmian,6000,6.1,Very Good,4,True,True,False,False,False
6.9 Very GoodFrom 7 reviews,Hallerson,10000,6.9,Very Good,7,True,True,True,True,True
,Uberlandia,3500,,,,False,True,False,False,False
,Ubisville,6000,,,,True,True,False,False,False
7.0 Very GoodFrom 23 reviews,Stokol,20000,7.0,Very Good,23,True,True,True,False,False
5.7 GoodFrom 6 reviews,Uberlandia,7350,5.7,Good,6,True,True,False,True,False
8.2 ExcellentFrom 97 reviews,Stokol,16000,8.2,Excellent,97,True,False,True,False,True
7.7 Very GoodFrom 125 reviews,Andeman,9800,7.7,Very Good,125,True,True,False,False,False
7.2 Very GoodFrom 6 reviews,Andeman,25000,7.2,Very Good,6,True,True,True,True,True
7.9 Very GoodFrom 4 reviews,Wanderland,18000,7.9,Very Good,4,False,True,False,False,True
7.9 Very GoodFrom 10 reviews,Wanderland,59000,7.9,Very Good,10,True,True,True,False,False
7.2 Very GoodFrom 23 reviews,Willsmian,24500,7.2,Very Good,23,True,True,True,False,True
8.3 ExcellentFrom 11 reviews,Ubisville,27000,8.3,Excellent,11,True,True,True,True,True
8.0 ExcellentFrom 2 reviews,Uberlandia,5000,8.0,Excellent,2,True,True,False,False,False
7.0 Very GoodFrom 14 reviews,Hallerson,5000,7.0,Very Good,14,True,True,True,False,False
5.8 GoodFrom 8 reviews,Machlessvile,6000,5.8,Good,8,True,True,False,False,False
7.2 Very GoodFrom 30 reviews,Uberlandia,20000,7.2,Very Good,30,True,False,False,False,False
,Wanderland,7000,,,,True,True,True,False,False
8.5 ExcellentFrom 4 reviews,Ubisville,49900,8.5,Excellent,4,True,True,True,True,True
6.1 Very GoodFrom 24 reviews,Wanderland,5000,6.1,Very Good,24,True,False,False,False,False
7.5 Very GoodFrom 40 reviews,Wanderland,16500,7.5,Very Good,40,True,True,True,False,True
8.3 ExcellentFrom 18 reviews,Hallerson,30000,8.3,Excellent,18,True,True,True,False,False
8.7 ExcellentFrom 5 reviews,Hallerson,33000,8.7,Excellent,5,True,True,False,True,True
,Stokol,3040,,,,,,,,
4.2 GoodFrom 4 reviews,Willsmian,4500,4.2,Good,4,True,True,False,False,False
8.4 ExcellentFrom 6 reviews,Wanderland,10000,8.4,Excellent,6,True,True,False,False,False
10.0 ExcellentFrom 1 review,Uberlandia,20000,10.0,Excellent,1,True,True,False,False,False
8.2 ExcellentFrom 152 reviews,Hallerson,30000,8.2,Excellent,152,False,True,False,False,True
8.8 ExcellentFrom 2 reviews,Stokol,20000,8.8,Excellent,2,True,True,False,True,True
5.6 GoodFrom 1 review,Willsmian,3000,5.6,Good,1,True,True,False,False,False
6.3 Very GoodFrom 3 reviews,Willsmian,7000,6.3,Very Good,3,False,True,False,False,False
,Willsmian,3000,,,,False,True,False,False,False
8.4 ExcellentFrom 3 reviews,Wanderland,12000,8.4,Excellent,3,True,True,False,False,False
7.4 Very GoodFrom 145 reviews,Hallerson,17000,7.4,Very Good,145,True,True,True,False,True
6.7 Very GoodFrom 50 reviews,Wanderland,18000,6.7,Very Good,50,True,True,False,False,False
8.7 ExcellentFrom 15 reviews,Stokol,35000,8.7,Excellent,15,True,True,True,False,True
7.4 Very GoodFrom 10 reviews,Stokol,8000,7.4,Very Good,10,True,True,False,True,True
6.3 Very GoodFrom 30 reviews,Stokol,22000,6.3,Very Good,30,True,True,True,False,False
9.1 ExcellentFrom 3 reviews,Stokol,8000,9.1,Excellent,3,True,True,False,False,False
,Andeman,25000,,,,False,False,False,False,False
8.2 ExcellentFrom 97 reviews,Hallerson,16000,8.2,Excellent,97,True,False,True,False,True
6.8 Very GoodFrom 3 reviews,Wanderland,23000,6.8,Very Good,3,True,True,False,False,False
,Uberlandia,2500,,,,,,,,
6.0 Very GoodFrom 79 reviews,Machlessvile,5500,6.0,Very Good,79,True,False,False,False,False
,Willsmian,2500,,,,,,,,
,Wanderland,6000,,,,False,True,False,False,False
,Andeman,53475,,,,,,,,
,Stokol,4000,,,,,,,,
,Machlessvile,4250,,,,True,False,False,False,False
7.0 Very GoodFrom 23 reviews,Stokol,20000,7.0,Very Good,23,True,True,False,False,False
10.0 ExcellentFrom 1 review,Wanderland,25000,10.0,Excellent,1,True,True,False,True,True
,Hallerson,6175,,,,True,False,False,False,False
,Stokol,8000,,,,True,True,False,False,False
8.2 ExcellentFrom 6 reviews,Wanderland,30000,8.2,Excellent,6,False,False,False,False,True
2.5 FairFrom 4 reviews,Wanderland,20000,2.5,Fair,4,True,True,True,False,False
7.3 Very GoodFrom 6 reviews,Ubisville,6000,7.3,Very Good,6,True,True,False,False,False
8.0 ExcellentFrom 8 reviews,Uberlandia,40000,8.0,Excellent,8,True,True,True,False,False
2.3 FairFrom 2 reviews,Machlessvile,3200,2.3,Fair,2,,,,,
8.1 ExcellentFrom 31 reviews,Machlessvile,14000,8.1,Excellent,31,True,True,False,False,False
7.0 Very GoodFrom 7 reviews,Stokol,14000,7.0,Very Good,7,True,True,True,False,False
6.2 Very GoodFrom 7 reviews,Andeman,8000,6.2,Very Good,7,True,True,False,False,False
7.4 Very GoodFrom 26 reviews,Wanderland,10000,7.4,Very Good,26,True,True,False,False,False
10.0 ExcellentFrom 1 review,Willsmian,20000,10.0,Excellent,1,True,True,False,False,False
8.2 ExcellentFrom 7 reviews,Uberlandia,4000,8.2,Excellent,7,True,False,False,False,False
5.6 GoodFrom 3 reviews,Willsmian,14000,5.6,Good,3,,,,,
,Wanderland,4000,,,,True,True,False,False,False
6.1 Very GoodFrom 24 reviews,Wanderland,5000,6.1,Very Good,24,True,False,False,False,False
8.0 ExcellentFrom 4 reviews,Uberlandia,9000,8.0,Excellent,4,True,True,False,False,False
,Uberlandia,6000,,,,True,True,False,False,False
8.0 ExcellentFrom 2 reviews,Uberlandia,18000,8.0,Excellent,2,True,False,True,False,False
7.7 Very GoodFrom 36 reviews,Uberlandia,30000,7.7,Very Good,36,True,True,False,False,False
5.6 GoodFrom 1 review,Willsmian,5400,5.6,Good,1,True,True,False,False,False
7.2 Very GoodFrom 12 reviews,Wanderland,9000,7.2,Very Good,12,True,False,False,False,False
5.7 GoodFrom 37 reviews,Willsmian,30000,5.7,Good,37,True,True,False,True,True
7.0 Very GoodFrom 23 reviews,Uberlandia,20000,7.0,Very Good,23,True,True,True,False,False
,Stokol,4000,,,,True,True,False,False,False
7.8 Very GoodFrom 28 reviews,Stokol,49500,7.8,Very Good,28,True,True,True,False,True
,Andeman,2500,,,,,,,,
7.2 Very GoodFrom 23 reviews,Uberlandia,24500,7.2,Very Good,23,True,True,True,False,True
6.0 Very GoodFrom 1 review,Stokol,4000,6.0,Very Good,1,False,True,False,False,False
4.9 GoodFrom 3 reviews,Stokol,9000,4.9,Good,3,True,True,False,False,False
7.0 Very GoodFrom 24 reviews,Uberlandia,12000,7.0,Very Good,24,True,True,False,False,False
6.3 Very GoodFrom 17 reviews,Machlessvile,7000,6.3,Very Good,17,True,True,False,False,False
7.8 Very GoodFrom 351 reviews,Stokol,30000,7.8,Very Good,351,True,True,False,True,True
6.2 Very GoodFrom 30 reviews,Stokol,17999,6.2,Very Good,30,True,False,False,True,True
4.0 GoodFrom 8 reviews,Hallerson,2500,4.0,Good,8,True,True,False,False,False
7.9 Very GoodFrom 6 reviews,Machlessvile,9000,7.9,Very Good,6,True,True,False,False,True
8.1 ExcellentFrom 32 reviews,Stokol,92000,8.1,Excellent,32,True,True,True,False,False
,Willsmian,5000,,,,True,True,True,False,False
5.8 GoodFrom 43 reviews,Willsmian,6000,5.8,Good,43,True,True,False,False,False
7.4 Very GoodFrom 18 reviews,Wanderland,15000,7.4,Very Good,18,True,True,True,False,False
,Uberlandia,53475,,,,,,,,
7.3 Very GoodFrom 41 reviews,Hallerson,11000,7.3,Very Good,41,True,True,False,False,True
6.3 Very GoodFrom 3 reviews,Hallerson,7000,6.3,Very Good,3,False,True,False,False,False
6.0 Very GoodFrom 3 reviews,Hallerson,8000,6.0,Very Good,3,True,True,False,False,False
6.5 Very GoodFrom 8 reviews,Ubisville,16000,6.5,Very Good,8,True,False,True,False,True
4.9 GoodFrom 5 reviews,Hallerson,4400,4.9,Good,5,True,True,False,False,False
,Andeman,3000,,,,True,True,False,False,False
5.7 GoodFrom 37 reviews,Stokol,30000,5.7,Good,37,True,True,False,True,True
7.5 Very GoodFrom 11 reviews,Stokol,17500,7.5,Very Good,11,True,True,False,False,False
,Wanderland,4000,,,,True,True,False,False,False
5.1 GoodFrom 7 reviews,Andeman,35000,5.1,Good,7,False,True,False,False,False
8.7 ExcellentFrom 5 reviews,Uberlandia,33000,8.7,Excellent,5,True,True,False,True,True
,Willsmian,4500,,,,,,,,
7.9 Very GoodFrom 12 reviews,Hallerson,25000,7.9,Very Good,12,False,True,False,False,False
6.7 Very GoodFrom 29 reviews,Wanderland,10000,6.7,Very Good,29,True,True,False,False,False
8.1 ExcellentFrom 4 reviews,Hallerson,30500,8.1,Excellent,4,True,True,True,False,False
5.8 GoodFrom 43 reviews,Ubisville,6000,5.8,Good,43,True,True,False,False,False
9.6 ExcellentFrom 4 reviews,Stokol,6000,9.6,Excellent,4,,,,,
8.8 ExcellentFrom 1 review,Willsmian,35000,8.8,Excellent,1,False,False,False,False,True
7.6 Very GoodFrom 2 reviews,Andeman,18000,7.6,Very Good,2,True,True,False,False,True
5.5 GoodFrom 3 reviews,Uberlandia,7700,5.5,Good,3,True,True,False,True,True
6.8 Very GoodFrom 3 reviews,Uberlandia,23000,6.8,Very Good,3,True,True,False,False,False
7.5 Very GoodFrom 42 reviews,Hallerson,18480,7.5,Very Good,42,True,True,True,True,True
6.9 Very GoodFrom 17 reviews,Uberlandia,13500,6.9,Very Good,17,True,True,False,False,False
8.0 ExcellentFrom 7 reviews,Hallerson,6000,8.0,Excellent,7,True,True,True,False,True
7.2 Very GoodFrom 23 reviews,Andeman,24500,7.2,Very Good,23,True,True,True,False,True
8.8 ExcellentFrom 1 review,Willsmian,8000,8.8,Excellent,1,True,True,False,False,False
6.9 Very GoodFrom 33 reviews,Hallerson,13975,6.9,Very Good,33,True,True,True,False,False
7.2 Very GoodFrom 2 reviews,Hallerson,56000,7.2,Very Good,2,True,True,True,False,False
From 1 review,Stokol,7500,,,1,True,True,False,False,False
6.0 Very GoodFrom 8 reviews,Machlessvile,8500,6.0,Very Good,8,True,True,False,False,False
8.7 ExcellentFrom 7 reviews,Andeman,12500,8.7,Excellent,7,True,True,True,True,True
,Willsmian,14000,,,,True,False,False,False,False
7.4 Very GoodFrom 10 reviews,Wanderland,5175,7.4,Very Good,10,True,False,True,True,False
5.6 GoodFrom 1 review,Wanderland,15500,5.6,Good,1,True,False,False,True,False
7.4 Very GoodFrom 10 reviews,Andeman,5175,7.4,Very Good,10,True,False,True,True,False
9.3 ExcellentFrom 3 reviews,Hallerson,88600,9.3,Excellent,3,True,True,False,True,True
6.9 Very GoodFrom 12 reviews,Willsmian,6000,6.9,Very Good,12,True,True,False,False,False
6.0 Very GoodFrom 43 reviews,Stokol,15000,6.0,Very Good,43,,,,,
7.2 Very GoodFrom 16 reviews,Wanderland,17000,7.2,Very Good,16,True,True,True,True,True
8.1 ExcellentFrom 3 reviews,Hallerson,7000,8.1,Excellent,3,True,False,False,False,True
,Machlessvile,10000,,,,True,False,False,False,True
8.3 ExcellentFrom 11 reviews,Wanderland,15000,8.3,Excellent,11,True,True,False,False,False
8.0 ExcellentFrom 7 reviews,Willsmian,44000,8.0,Excellent,7,True,False,False,False,False
8.3 ExcellentFrom 6 reviews,Stokol,25000,8.3,Excellent,6,True,True,True,True,True
3.7 FairFrom 2 reviews,Ubisville,45000,3.7,Fair,2,True,True,False,True,True
6.2 Very GoodFrom 30 reviews,Wanderland,17999,6.2,Very Good,30,True,False,False,True,True
8.4 ExcellentFrom 1 review,Machlessvile,48200,8.4,Excellent,1,,,,,
,Willsmian,5500,,,,True,True,True,False,False
7.6 Very GoodFrom 2 reviews,Hallerson,27000,7.6,Very Good,2,False,False,True,True,True
,Willsmian,5000,,,,False,True,False,False,False
7.9 Very GoodFrom 6 reviews,Wanderland,9000,7.9,Very Good,6,True,True,False,False,True
,Willsmian,2800,,,,,,,,
,Stokol,8000,,,,True,True,False,False,True
7.1 Very GoodFrom 2 reviews,Stokol,9500,7.1,Very Good,2,True,False,True,False,False
,Hallerson,4000,,,,True,True,False,False,False
6.2 Very GoodFrom 7 reviews,Hallerson,7500,6.2,Very Good,7,True,True,False,False,False
8.9 ExcellentFrom 19 reviews,Stokol,35000,8.9,Excellent,19,True,True,False,True,True
7.1 Very GoodFrom 4 reviews,Stokol,7500,7.1,Very Good,4,True,True,False,False,False
,Uberlandia,6000,,,,True,True,False,False,False
7.2 Very GoodFrom 25 reviews,Andeman,15000,7.2,Very Good,25,False,True,True,False,False
8.0 ExcellentFrom 1 review,Willsmian,7000,8.0,Excellent,1,True,True,False,False,False
,Uberlandia,25000,,,,False,True,False,False,False
,Willsmian,7000,,,,True,True,False,True,True
,Wanderland,5405,,,,True,False,False,False,False
7.5 Very GoodFrom 42 reviews,Uberlandia,18480,7.5,Very Good,42,True,True,True,True,True
8.3 ExcellentFrom 6 reviews,Stokol,25000,8.3,Excellent,6,True,False,True,False,False
7.6 Very GoodFrom 13 reviews,Stokol,20000,7.6,Very Good,13,True,True,True,True,True
9.0 ExcellentFrom 1 review,Willsmian,2700,9.0,Excellent,1,,,,,
5.4 GoodFrom 2 reviews,Wanderland,3000,5.4,Good,2,,,,,
8.3 ExcellentFrom 18 reviews,Machlessvile,20000,8.3,Excellent,18,True,True,True,True,False
7.7 Very GoodFrom 8 reviews,Wanderland,20000,7.7,Very Good,8,True,True,True,False,False
6.8 Very GoodFrom 14 reviews,Willsmian,9750,6.8,Very Good,14,True,True,True,True,True
7.8 Very GoodFrom 351 reviews,Andeman,30000,7.8,Very Good,351,True,True,False,True,True
7.8 Very GoodFrom 10 reviews,Hallerson,13500,7.8,Very Good,10,True,True,False,False,True
5.1 GoodFrom 4 reviews,Ubisville,9500,5.1,Good,4,True,True,False,True,False
6.1 Very GoodFrom 24 reviews,Stokol,5000,6.1,Very Good,24,True,False,False,False,False
7.7 Very GoodFrom 6 reviews,Wanderland,44203,7.7,Very Good,6,True,True,True,True,True
,Stokol,4000,,,,,,,,
7.7 Very GoodFrom 18 reviews,Machlessvile,20000,7.7,Very Good,18,False,False,True,False,False
8.0 ExcellentFrom 2 reviews,Stokol,15000,8.0,Excellent,2,True,True,False,False,False
5.4 GoodFrom 2 reviews,Hallerson,3000,5.4,Good,2,,,,,
,Andeman,4000,,,,True,True,False,False,False
6.9 Very GoodFrom 33 reviews,Willsmian,13975,6.9,Very Good,33,True,True,True,False,False
9.4 ExcellentFrom 5 reviews,Machlessvile,12000,9.4,Excellent,5,True,True,True,True,False
2.8 FairFrom 3 reviews,Andeman,3000,2.8,Fair,3,True,True,False,False,False
7.8 Very GoodFrom 25 reviews,Stokol,15000,7.8,Very Good,25,True,True,True,True,True
,Stokol,9000,,,,True,True,True,False,False
8.8 ExcellentFrom 36 reviews,Machlessvile,25000,8.8,Excellent,36,False,True,True,False,True
8.3 ExcellentFrom 21 reviews,Ubisville,12000,8.3,Excellent,21,True,True,True,False,False
6.3 Very GoodFrom 46 reviews,Uberlandia,35000,6.3,Very Good,46,,,,,
,Stokol,38500,,,,,,,,
8.5 ExcellentFrom 11 reviews,Hallerson,30000,8.5,Excellent,11,True,True,True,True,True
7.7 Very GoodFrom 125 reviews,Wanderland,9800,7.7,Very Good,125,True,True,True,False,False
6.8 Very GoodFrom 3 reviews,Willsmian,23000,6.8,Very Good,3,True,True,False,False,False
7.2 Very GoodFrom 39 reviews,Andeman,9200,7.2,Very Good,39,True,True,True,False,False
7.4 Very GoodFrom 50 reviews,Andeman,20000,7.4,Very Good,50,True,True,False,False,False
9.6 ExcellentFrom 4 reviews,Wanderland,6000,9.6,Excellent,4,,,,,
7.4 Very GoodFrom 12 reviews,Ubisville,10000,7.4,Very Good,12,True,False,False,False,False
8.9 ExcellentFrom 3 reviews,Andeman,20000,8.9,Excellent,3,True,True,False,False,True
8.0 ExcellentFrom 9 reviews,Uberlandia,25000,8.0,Excellent,9,True,True,False,False,True
6.3 Very GoodFrom 46 reviews,Andeman,35000,6.3,Very Good,46,,,,,
7.6 Very GoodFrom 1 review,Wanderland,5000,7.6,Very Good,1,False,True,False,False,False
5.0 GoodFrom 2 reviews,Stokol,15000,5.0,Good,2,True,False,True,False,True
7.9 Very GoodFrom 13 reviews,Andeman,8400,7.9,Very Good,13,False,True,False,False,False
7.3 Very GoodFrom 25 reviews,Willsmian,20000,7.3,Very Good,25,True,False,True,False,True
,Machlessvile,3500,,,,False,True,False,False,False
6.4 Very GoodFrom 1 review,Wanderland,5500,6.4,Very Good,1,,,,,
9.3 ExcellentFrom 4 reviews,Willsmian,35000,9.3,Excellent,4,True,False,False,True,True
6.3 Very GoodFrom 17 reviews,Wanderland,7000,6.3,Very Good,17,True,True,False,False,False
5.8 GoodFrom 2 reviews,Wanderland,25000,5.8,Good,2,False,True,False,False,False
8.5 ExcellentFrom 11 reviews,Machlessvile,30000,8.5,Excellent,11,True,True,True,True,True
7.3 Very GoodFrom 6 reviews,Hallerson,6000,7.3,Very Good,6,True,True,False,False,False
9.5 ExcellentFrom 4 reviews,Machlessvile,14997,9.5,Excellent,4,False,True,False,True,True
8.8 ExcellentFrom 1 review,Willsmian,20000,8.8,Excellent,1,,,,,
7.0 Very GoodFrom 24 reviews,Willsmian,12000,7.0,Very Good,24,True,True,False,False,False
8.8 ExcellentFrom 8 reviews,Stokol,66500,8.8,Excellent,8,True,True,False,True,True
7.2 Very GoodFrom 9 reviews,Machlessvile,15650,7.2,Very Good,9,True,True,False,False,False
3.2 FairFrom 2 reviews,Stokol,11040,3.2,Fair,2,True,True,False,False,False
6.9 Very GoodFrom 12 reviews,Andeman,6000,6.9,Very Good,12,True,True,True,False,False
,Willsmian,2500,,,,,,,,
8.8 ExcellentFrom 2 reviews,Uberlandia,20000,8.8,Excellent,2,True,True,False,True,True
6.5 Very GoodFrom 32 reviews,Andeman,15000,6.5,Very Good,32,True,True,True,True,False
8.5 ExcellentFrom 3 reviews,Stokol,28500,8.5,Excellent,3,True,True,True,False,False
6.6 Very GoodFrom 4 reviews,Wanderland,7000,6.6,Very Good,4,True,True,True,False,False
7.6 Very GoodFrom 1 review,Wanderland,16500,7.6,Very Good,1,True,True,False,True,True
7.4 Very GoodFrom 145 reviews,Uberlandia,17000,7.4,Very Good,145,True,True,True,False,True
,Stokol,4000,,,,True,True,False,False,False
8.8 ExcellentFrom 36 reviews,Andeman,25000,8.8,Excellent,36,False,True,False,False,True
5.0 GoodFrom 2 reviews,Wanderland,15000,5.0,Good,2,True,False,True,False,True
8.0 ExcellentFrom 6 reviews,Stokol,11500,8.0,Excellent,6,True,True,False,False,False
,Andeman,3500,,,,True,False,False,False,False
7.8 Very GoodFrom 10 reviews,Wanderland,13500,7.8,Very Good,10,True,True,False,False,True
,Uberlandia,80500,,,,True,False,False,False,True
8.8 ExcellentFrom 1 review,Stokol,5000,8.8,Excellent,1,True,True,False,False,False
4.2 GoodFrom 4 reviews,Stokol,4500,4.2,Good,4,True,True,False,False,False
7.4 Very GoodFrom 26 reviews,Hallerson,10000,7.4,Very Good,26,True,True,False,False,False
